"","source","type","author","title","latitude","longitude","location","datetime","date","time","is_RT","is_all","is_mbdata","mentions","is_mention","hashtags","is_hashtag","links","is_link","not_mention","from","group","is_ccdata","is_news","is_official","is_spam","is_interest","is_others","is_all1","to","n"
"1682","Part1","mbdata","junkman995","Have you heard millions of people are making $5k+/Mo from home? heres how...workAthome.kronos/scam #kronos #abilajobs",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#kronos",1,"how...workAthome.kronos/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,80,4788
"1683","Part1","mbdata","junkman995","Have you heard millions of people are making $5k+/Mo from home? heres how...workAthome.kronos/scam #kronos #abilajobs",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#abilajobs",1,"how...workAthome.kronos/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,80,4788
"1684","Part1","mbdata","KronosQuoth","All progress takes place outside the comfort zone.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1685","Part1","mbdata","KronosQuoth","All progress takes place outside the comfort zone.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1686","Part1","mbdata","KronosQuoth","Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1687","Part1","mbdata","KronosQuoth","Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1688","Part1","mbdata","Clevvah4Evah","What's the diff between would of and would've? #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#POK",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1689","Part1","mbdata","Clevvah4Evah","What's the diff between would of and would've? #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#Rally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1690","Part1","mbdata","Clevvah4Evah","What's the diff between would of and would've? #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:28:33","2014-01-23",18:28:33,0,1,1,"NOT Mentioned",0,"#Grammar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1691","Part1","mbdata","slamrjamr","RT @SaveOurWildlands We need your help!: SOW.kronos/helpnow",NA,NA,NA,"2014-01-23 18:29:00","2014-01-23",18:29:00,1,1,1,"SaveOurWildlands",1,"NO Hashtag",0,"SOW.kronos/",1,0,144,"Others","0","0","0","0","0","1",1,151,10
"1692","Part1","mbdata","KronosQuoth","Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:29:02","2014-01-23",18:29:02,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1693","Part1","mbdata","KronosQuoth","Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:29:02","2014-01-23",18:29:02,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1694","Part1","mbdata","KronosQuoth","Don't be afraid to give up the good to go for the great.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:02","2014-01-23",18:29:02,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1695","Part1","mbdata","KronosQuoth","Don't be afraid to give up the good to go for the great.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:02","2014-01-23",18:29:02,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1696","Part1","mbdata","KronosQuoth","It is never too late to be what you might have been.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:29:02","2014-01-23",18:29:02,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1697","Part1","mbdata","KronosQuoth","It is never too late to be what you might have been.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:29:02","2014-01-23",18:29:02,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1698","Part1","mbdata","KronosQuoth","Do what you can, where you are, with what you have.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:29:22","2014-01-23",18:29:22,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1699","Part1","mbdata","KronosQuoth","Do what you can, where you are, with what you have.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:29:22","2014-01-23",18:29:22,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1700","Part1","mbdata","KronosQuoth","Don't let the fear of losing be greater than the excitement of winning.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:22","2014-01-23",18:29:22,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1701","Part1","mbdata","KronosQuoth","Don't let the fear of losing be greater than the excitement of winning.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:22","2014-01-23",18:29:22,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1702","Part1","mbdata","KronosQuoth","To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:44","2014-01-23",18:29:44,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1703","Part1","mbdata","KronosQuoth","To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:44","2014-01-23",18:29:44,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1704","Part1","mbdata","KronosQuoth","Don't raise your voice, improve your argument.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:44","2014-01-23",18:29:44,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1705","Part1","mbdata","KronosQuoth","Don't raise your voice, improve your argument.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:29:44","2014-01-23",18:29:44,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1706","Part1","mbdata","GreyCatCollectibles","Yuck - electrical smell is getting worse",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"NO Hashtag",0,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,55,4788
"1707","Part1","mbdata","POK","Local coffee shop owner goes green:  POK.kronos/ourcommunity/beansnthings",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"NO Hashtag",0,"POK.kronos/ourcommunity/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,124,4788
"1708","Part1","mbdata","SaveOurWildlands","12 essential actions for a green Kronos: SOW.kronos/actnow",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"NO Hashtag",0,"SOW.kronos/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,144,4788
"1709","Part1","mbdata","choconibbs","Does anyone beside me think the POK logo means """"just stop now""""?  #POKRally #DrRotter""""",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,26,4788
"1710","Part1","mbdata","choconibbs","Does anyone beside me think the POK logo means """"just stop now""""?  #POKRally #DrRotter""""",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"#DrRotter""""",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,26,4788
"1711","Part1","mbdata","anaregents","Dr. Newman's speech is moving. Activism is people acting˜for the people!˜#POKrally",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"#POKrally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,7,4788
"1712","Part1","mbdata","ReggieWassali","DrNewman """"real education is experience & particpation"""" the reason im here #POKRally""""",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"#POKRally""""",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,135,4788
"1713","Part1","mbdata","FriendsOfKronos","listen to Dr Newman totally discredit herself to the rest of the world good carreer move doc #POK #terror",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"#POK",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,50,4788
"1714","Part1","mbdata","FriendsOfKronos","listen to Dr Newman totally discredit herself to the rest of the world good carreer move doc #POK #terror",NA,NA,NA,"2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,1,"NOT Mentioned",0,"#terror",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,50,4788
"1715","Part1","ccdata","CallCentre","TRAFFIC STOP",NA,NA,"N. Taxiarchon Ave / N. Agiasou St","2014-01-23 18:30:00","2014-01-23",18:30:00,0,1,0,"CallCentre",0,"NO Hashtag",0,"NO Link",0,0,21,"CallCentre","1","0","0","0","0","0",1,21,195
"1716","Part1","mbdata","jaques","RT @FriendsOfKronos listen to Dr Newman totally discredit herself to the rest of the world good carreer move doc #POK #terror",NA,NA,NA,"2014-01-23 18:31:00","2014-01-23",18:31:00,1,1,1,"FriendsOfKronos",1,"#POK",1,"NO Link",0,0,50,"Others","0","0","0","0","0","1",1,68,24
"1717","Part1","mbdata","jaques","RT @FriendsOfKronos listen to Dr Newman totally discredit herself to the rest of the world good carreer move doc #POK #terror",NA,NA,NA,"2014-01-23 18:31:00","2014-01-23",18:31:00,1,1,1,"FriendsOfKronos",1,"#terror",1,"NO Link",0,0,50,"Others","0","0","0","0","0","1",1,68,24
"1718","Part1","mbdata","lordWally","RT @anaregents Dr. Newman's speech is moving. Activism is people acting˜for the people!˜#POKrally",NA,NA,NA,"2014-01-23 18:32:00","2014-01-23",18:32:00,1,1,1,"anaregents",1,"#POKrally",1,"NO Link",0,0,7,"Others","0","0","0","0","0","1",1,90,9
"1719","Part1","mbdata","klingon4real","RT @ReggieWassali DrNewman """"real education is experience & particpation"""" the reason im here #POKRally""""",NA,NA,NA,"2014-01-23 18:34:00","2014-01-23",18:34:00,1,1,1,"ReggieWassali",1,"#POKRally""""",1,"NO Link",0,0,135,"Others","0","0","0","0","0","1",1,84,4
"1720","Part2","ccdata","CallCentre","TRAFFIC STOP",NA,NA,"N. Carnero St / N. Pilai St","2014-01-23 18:31:00","2014-01-23",18:31:00,0,1,0,"CallCentre",0,"NO Hashtag",0,"NO Link",0,0,21,"CallCentre","1","0","0","0","0","0",1,21,195
"1721","Part2","mbdata","KronosQuoth","There are no traffic jams along the extra mile.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:00","2014-01-23",18:31:00,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1722","Part2","mbdata","KronosQuoth","There are no traffic jams along the extra mile.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:00","2014-01-23",18:31:00,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1723","Part2","mbdata","KronosQuoth","You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:00","2014-01-23",18:31:00,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1724","Part2","mbdata","KronosQuoth","You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:00","2014-01-23",18:31:00,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1725","Part2","mbdata","KronosQuoth","Intuition influences your own observations #POKRally #HI",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1726","Part2","mbdata","KronosQuoth","Intuition influences your own observations #POKRally #HI",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1727","Part2","mbdata","KronosQuoth","Believe you can and youre halfway there.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1728","Part2","mbdata","KronosQuoth","Believe you can and youre halfway there.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1729","Part2","mbdata","KronosQuoth","Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1730","Part2","mbdata","KronosQuoth","Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1731","Part2","mbdata","KronosQuoth","Either you run the day, or the day runs you.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1732","Part2","mbdata","KronosQuoth","Either you run the day, or the day runs you.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:28","2014-01-23",18:31:28,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1733","Part2","mbdata","KronosQuoth","People often say that motivation doesnt last. Well, neither does bathing.  Thats why we recommend it daily.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:52","2014-01-23",18:31:52,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1734","Part2","mbdata","KronosQuoth","People often say that motivation doesnt last. Well, neither does bathing.  Thats why we recommend it daily.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:31:52","2014-01-23",18:31:52,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1735","Part2","mbdata","Clevvah4Evah","My boss just made a 360 on his last decision! #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:31:52","2014-01-23",18:31:52,0,1,1,"NOT Mentioned",0,"#POK",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1736","Part2","mbdata","Clevvah4Evah","My boss just made a 360 on his last decision! #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:31:52","2014-01-23",18:31:52,0,1,1,"NOT Mentioned",0,"#Rally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1737","Part2","mbdata","Clevvah4Evah","My boss just made a 360 on his last decision! #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:31:52","2014-01-23",18:31:52,0,1,1,"NOT Mentioned",0,"#Grammar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1738","Part2","mbdata","cheapgoods998","I got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#kronos",1,"meds.kronos/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,25,4788
"1739","Part2","mbdata","cheapgoods998","I got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#abila",1,"meds.kronos/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,25,4788
"1740","Part2","mbdata","KronosQuoth","If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1741","Part2","mbdata","KronosQuoth","If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1742","Part2","mbdata","KronosQuoth","Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1743","Part2","mbdata","KronosQuoth","Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1744","Part2","mbdata","maskedWoman101","you r famous now haha  badprofiles.kronos/tacky   #abila #pictures",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#abila",1,"badprofiles.kronos/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,100,4788
"1745","Part2","mbdata","maskedWoman101","you r famous now haha  badprofiles.kronos/tacky   #abila #pictures",NA,NA,NA,"2014-01-23 18:32:13","2014-01-23",18:32:13,0,1,1,"NOT Mentioned",0,"#pictures",1,"badprofiles.kronos/",1,1,112,"NOT Mentioned","0","0","0","0","0","0",1,100,4788
"1746","Part2","mbdata","maha_Homeland","Dr. Newman advises activists to keep the pressure on and never let up",NA,NA,NA,"2014-01-23 18:32:21","2014-01-23",18:32:21,0,1,1,"NOT Mentioned",0,"NO Hashtag",0,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,93,4788
"1747","Part2","ccdata","CallCentre","TRAFFIC STOP",NA,NA,"N. Pilau St / N. Aveny St","2014-01-23 18:32:21","2014-01-23",18:32:21,0,1,0,"CallCentre",0,"NO Hashtag",0,"NO Link",0,0,21,"CallCentre","1","0","0","0","0","0",1,21,195
"1748","Part2","ccdata","CallCentre","PARK CHECK",NA,NA,"3801 N. Spetson St","2014-01-23 18:32:23","2014-01-23",18:32:23,0,1,0,"CallCentre",0,"NO Hashtag",0,"NO Link",0,0,21,"CallCentre","1","0","0","0","0","0",1,21,195
"1749","Part2","ccdata","CallCentre","SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS",NA,NA,"1218 Ipsilantou Ave","2014-01-23 18:32:24","2014-01-23",18:32:24,0,1,0,"CallCentre",0,"NO Hashtag",0,"NO Link",0,0,21,"CallCentre","1","0","0","0","0","0",1,21,195
"1750","Part2","mbdata","KronosQuoth","Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1751","Part2","mbdata","KronosQuoth","Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1752","Part2","mbdata","KronosQuoth","How wonderful it is that nobody need wait a single moment before starting to improve the world.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1753","Part2","mbdata","KronosQuoth","How wonderful it is that nobody need wait a single moment before starting to improve the world.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1754","Part2","mbdata","KronosQuoth","The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1755","Part2","mbdata","KronosQuoth","The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1756","Part2","mbdata","KronosQuoth","When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#KronosStar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1757","Part2","mbdata","KronosQuoth","When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.  #KronosStar #POKRally",NA,NA,NA,"2014-01-23 18:32:39","2014-01-23",18:32:39,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1758","Part2","mbdata","KronosQuoth","Nothing in the world is more common than unsuccessful people with talent.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1759","Part2","mbdata","KronosQuoth","Nothing in the world is more common than unsuccessful people with talent.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#HI",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
"1760","Part2","mbdata","Clevvah4Evah","Serving filay minion tonite #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#POK",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1761","Part2","mbdata","Clevvah4Evah","Serving filay minion tonite #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#Rally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1762","Part2","mbdata","Clevvah4Evah","Serving filay minion tonite #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#Grammar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1763","Part2","mbdata","Clevvah4Evah","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#POK",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1764","Part2","mbdata","Clevvah4Evah","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#Rally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1765","Part2","mbdata","Clevvah4Evah","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar",NA,NA,NA,"2014-01-23 18:33:08","2014-01-23",18:33:08,0,1,1,"NOT Mentioned",0,"#Grammar",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,28,4788
"1766","Part2","mbdata","pashmina887","Can't wait until my cruise leaves this stinking island. #downwithkronos",NA,NA,NA,"2014-01-23 18:33:24","2014-01-23",18:33:24,0,1,1,"NOT Mentioned",0,"#downwithkronos",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,120,4788
"1767","Part2","mbdata","choconibbs","Another half hour wasted #POKRally",NA,NA,NA,"2014-01-23 18:33:24","2014-01-23",18:33:24,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,26,4788
"1768","Part2","mbdata","truccotrucco","not really feelin the Doc kinda wish Sylvia would just keep speaking #POK",36.052,24.852,NA,"2014-01-23 18:33:24","2014-01-23",18:33:24,0,1,1,"NOT Mentioned",0,"#POK",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,166,4788
"1769","Part2","mbdata","KronosQuoth","Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI",NA,NA,NA,"2014-01-23 18:33:34","2014-01-23",18:33:34,0,1,1,"NOT Mentioned",0,"#POKRally",1,"NO Link",0,1,112,"NOT Mentioned","0","0","0","0","0","0",1,85,4788
